round_epochs,val_loss,val_mean_absolut_error,loss,mean_absolut_error,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,leaky_alpha,lr,optimizer,samples
1,6354.4873046875,50.605918884277344,6560.15759173584,56.597157,leakyrelu,8,0.25,1,1024,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,10251.1630859375,52.173343658447266,7177.163773895264,60.024643,leakyrelu,8,0.25,1,1024,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4465.9599609375,54.417274475097656,6582.725309570313,56.315037,leakyrelu,8,0.25,1,1024,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4626.5771484375,51.964622497558594,7246.827899169922,60.458996,leakyrelu,8,0.25,1,1024,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4539.6787109375,51.08253860473633,6549.605555358887,56.323433,leakyrelu,8,0.25,1,1024,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,11333.744140625,65.74954986572266,7352.648526428223,60.872223,leakyrelu,8,0.25,1,1024,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,7155.31982421875,54.877628326416016,6607.319252624512,56.6188,leakyrelu,8,0.25,1,1024,3,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,9903.7109375,54.522239685058594,7259.512656860352,60.201485,leakyrelu,8,0.25,1,1024,3,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,8113.708984375,50.36989212036133,6357.028352722168,55.324196,leakyrelu,8,0.25,1,1024,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,9217.0791015625,52.3778190612793,7355.127395751953,60.41967,leakyrelu,8,0.25,1,1024,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4249.81982421875,48.752899169921875,6244.572339599609,54.765305,leakyrelu,8,0.25,1,2048,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,3799.1240234375,55.22785949707031,7134.8358131408695,59.62691,leakyrelu,8,0.25,1,2048,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,3293.7626953125,51.698909759521484,6503.950821990967,55.828648,leakyrelu,8,0.25,1,2048,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,8402.1376953125,50.749210357666016,7466.318179931641,60.556217,leakyrelu,8,0.25,1,2048,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,6220.3779296875,67.24651336669922,6597.927686370849,56.779186,leakyrelu,8,0.25,1,2048,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,7040.72119140625,55.774620056152344,7372.427039703369,60.252907,leakyrelu,8,0.25,1,2048,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,20157.89453125,84.77758026123047,6342.920334625244,55.281467,leakyrelu,8,0.25,1,2048,3,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
