round_epochs,val_loss,val_mean_absolut_error,loss,mean_absolut_error,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,leaky_alpha,lr,optimizer,samples
1,5792.236328125,49.038795471191406,6219.020586914063,54.25446,leakyrelu,32,0.25,1,1024,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5302.44482421875,49.04470443725586,7287.860578613281,57.71397,leakyrelu,32,0.25,1,1024,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5116.3544921875,49.482017517089844,15025.765092285157,71.65598,leakyrelu,32,0.25,1,1024,0,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4430.19140625,48.04496383666992,5781.263755859375,51.95244,leakyrelu,32,0.25,1,1024,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5601.25,51.151397705078125,7228.393619628906,57.640537,leakyrelu,32,0.25,1,1024,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5048.89892578125,51.37478256225586,22850.08036621094,79.506645,leakyrelu,32,0.25,1,1024,1,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,6624.3740234375,55.5839729309082,6255.606483398437,54.42066,leakyrelu,32,0.25,1,1024,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,6360.349609375,55.70500946044922,7457.842579589844,57.889465,leakyrelu,32,0.25,1,1024,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,6871.5341796875,51.266685485839844,17529.92575390625,73.931335,leakyrelu,32,0.25,1,1024,2,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4900.6201171875,52.440128326416016,5983.149738769531,53.76478,leakyrelu,32,0.25,1,1024,3,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5150.4658203125,50.17916488647461,7137.127650390625,57.610916,leakyrelu,32,0.25,1,1024,3,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5515.158203125,52.469120025634766,18946.262386230468,78.85395,leakyrelu,32,0.25,1,1024,3,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5307.4521484375,52.436344146728516,6364.651353515625,54.960686,leakyrelu,32,0.25,1,2048,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5168.90478515625,51.73955154418945,7601.49080859375,58.858925,leakyrelu,32,0.25,1,2048,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,6348.466796875,53.63788604736328,18982.96162988281,75.13576,leakyrelu,32,0.25,1,2048,0,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5423.044921875,50.00042724609375,6326.611705078125,54.6902,leakyrelu,32,0.25,1,2048,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4693.56494140625,51.069305419921875,7252.73589453125,58.47831,leakyrelu,32,0.25,1,2048,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,6960.89599609375,55.35993194580078,17930.310706054686,74.41786,leakyrelu,32,0.25,1,2048,1,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5767.11376953125,49.793304443359375,6220.221421875,54.491566,leakyrelu,32,0.25,1,2048,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5033.07666015625,48.0892333984375,7676.573560058594,58.728725,leakyrelu,32,0.25,1,2048,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5687.2470703125,53.25016403198242,19149.176939453126,77.47821,leakyrelu,32,0.25,1,2048,2,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5293.7412109375,49.844669342041016,6231.862883789063,54.844303,leakyrelu,32,0.25,1,2048,3,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,10215.158203125,65.87067413330078,7410.320611816406,56.92164,leakyrelu,32,0.25,1,2048,3,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5712.77587890625,51.32354736328125,14130.751979492188,69.36387,leakyrelu,32,0.25,1,2048,3,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5331.791015625,49.78520965576172,6234.368895507812,53.4565,leakyrelu,32,0.25,1,4096,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5808.7705078125,53.89168930053711,7256.13451171875,58.692516,leakyrelu,32,0.25,1,4096,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5043.56689453125,49.758358001708984,14918.956060058594,71.72529,leakyrelu,32,0.25,1,4096,0,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,7008.77294921875,50.425758361816406,6187.158963378906,54.240376,leakyrelu,32,0.25,1,4096,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5402.912109375,48.68041229248047,7162.311663085938,58.449417,leakyrelu,32,0.25,1,4096,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,6443.7451171875,56.37775421142578,16566.16969140625,71.12895,leakyrelu,32,0.25,1,4096,1,0.1,4,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5182.1484375,47.220237731933594,5876.663669433594,52.822624,leakyrelu,32,0.25,1,4096,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,8877.1875,69.47926330566406,7473.392286621094,58.261555,leakyrelu,32,0.25,1,4096,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
