round_epochs,val_loss,val_mean_absolut_error,loss,mean_absolut_error,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,leaky_alpha,lr,optimizer,samples
1,5015.37255859375,47.7204475402832,6071.249653320312,53.4309,leakyrelu,32,0.25,1,1024,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5208.880859375,50.13398361206055,7275.770475585938,58.160717,leakyrelu,32,0.25,1,1024,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4894.45458984375,46.52460861206055,6231.405866210937,54.862553,leakyrelu,32,0.25,1,2048,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4984.4033203125,46.89016342163086,6866.612888671875,56.35367,leakyrelu,32,0.25,1,2048,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,6138.884765625,53.23002243041992,6227.61225,54.332752,leakyrelu,32,0.5,1,1024,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5065.4501953125,44.154380798339844,7182.103573242188,57.703896,leakyrelu,32,0.5,1,1024,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,6193.82080078125,56.34361267089844,6198.575194824219,54.783012,leakyrelu,32,0.5,1,2048,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5143.9951171875,49.047203063964844,7000.485030273438,57.36849,leakyrelu,32,0.5,1,2048,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5535.2744140625,52.51390838623047,6615.261875,56.301945,leakyrelu,64,0.25,1,1024,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5735.9091796875,54.734249114990234,8213.38132421875,59.44477,leakyrelu,64,0.25,1,1024,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5782.8251953125,54.337867736816406,6458.270107421875,55.528034,leakyrelu,64,0.25,1,2048,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,7326.7607421875,57.01187515258789,9890.06312890625,62.56223,leakyrelu,64,0.25,1,2048,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5178.5146484375,48.68986892700195,6226.471224609375,54.299294,leakyrelu,64,0.5,1,1024,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,5801.5048828125,53.00870895385742,9155.738174804688,60.39672,leakyrelu,64,0.5,1,1024,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
